total_size,draw,method,accuracy
80,15,SVM,0.9
80,15,KNN,0.825
80,15,RF,0.875
80,15,XGB,0.875
80,16,LOGIS,0.7
80,16,SVM,0.7625
80,16,KNN,0.7875
80,16,RF,0.75
80,16,XGB,0.7375
80,17,LOGIS,0.7125
80,17,SVM,0.8125
80,17,KNN,0.8125
80,17,RF,0.7625
80,17,XGB,0.8
80,18,LOGIS,0.675
80,18,SVM,0.825
80,18,KNN,0.8
80,18,RF,0.7875
80,18,XGB,0.7125
80,19,LOGIS,0.7125
80,19,SVM,0.7625
80,19,KNN,0.75
80,19,RF,0.7375
80,19,XGB,0.725
80,20,LOGIS,0.65
80,20,SVM,0.7875
80,20,KNN,0.7375
80,20,RF,0.775
80,20,XGB,0.7125
80,21,LOGIS,0.7
80,21,SVM,0.7375
80,21,KNN,0.7
80,21,RF,0.775
80,21,XGB,0.7
80,22,LOGIS,0.775
80,22,SVM,0.8625
80,22,KNN,0.8125
80,22,RF,0.7875
80,22,XGB,0.7625
80,23,LOGIS,0.725
80,23,SVM,0.8375
80,23,KNN,0.8125
80,23,RF,0.8125
80,23,XGB,0.7625
80,24,LOGIS,0.75
80,24,SVM,0.85
80,24,KNN,0.7875
80,24,RF,0.8125
80,24,XGB,0.7625
80,25,LOGIS,0.725
80,25,SVM,0.7875
80,25,KNN,0.725
80,25,RF,0.775
80,25,XGB,0.7
80,26,LOGIS,0.8125
80,26,SVM,0.8125
80,26,KNN,0.675
80,26,RF,0.8
80,26,XGB,0.8375
80,27,LOGIS,0.65
80,27,SVM,0.725
80,27,KNN,0.6875
80,27,RF,0.7125
80,27,XGB,0.6375
80,28,LOGIS,0.7625
80,28,SVM,0.7875
80,28,KNN,0.7375
80,28,RF,0.7875
80,28,XGB,0.775
80,29,LOGIS,0.75
80,29,SVM,0.8
80,29,KNN,0.75
80,29,RF,0.825
80,29,XGB,0.725
90,0,LOGIS,0.7777777777777778
90,0,SVM,0.8222222222222223
90,0,KNN,0.788888888888889
90,0,RF,0.7888888888888889
90,0,XGB,0.7444444444444445
90,1,LOGIS,0.7555555555555555
90,1,SVM,0.8222222222222222
90,1,KNN,0.788888888888889
90,1,RF,0.8
90,1,XGB,0.7666666666666667
90,2,LOGIS,0.8111111111111111
90,2,SVM,0.8333333333333334
90,2,KNN,0.7555555555555555
90,2,RF,0.8333333333333334
90,2,XGB,0.7666666666666667
90,3,LOGIS,0.7222222222222222
90,3,SVM,0.8
90,3,KNN,0.7666666666666667
90,3,RF,0.8111111111111111
90,3,XGB,0.7333333333333333
90,4,LOGIS,0.7444444444444445
90,4,SVM,0.7777777777777777
90,4,KNN,0.7555555555555555
90,4,RF,0.7444444444444444
90,4,XGB,0.7
90,5,LOGIS,0.6555555555555556
90,5,SVM,0.7222222222222221
90,5,KNN,0.6888888888888889
90,5,RF,0.7444444444444444
90,5,XGB,0.7222222222222222
90,6,LOGIS,0.7
90,6,SVM,0.8
90,6,KNN,0.7777777777777778
90,6,RF,0.7222222222222222
90,6,XGB,0.7222222222222221
90,7,LOGIS,0.6888888888888889
90,7,SVM,0.7777777777777778
90,7,KNN,0.7666666666666667
90,7,RF,0.7555555555555556
90,7,XGB,0.6888888888888889
90,8,LOGIS,0.7666666666666666
90,8,SVM,0.8111111111111111
90,8,KNN,0.7777777777777778
90,8,RF,0.8111111111111111
90,8,XGB,0.7666666666666666
90,9,LOGIS,0.8
90,9,SVM,0.8333333333333333
90,9,KNN,0.8333333333333333
90,9,RF,0.8333333333333333
90,9,XGB,0.8222222222222222
90,10,LOGIS,0.7
90,10,SVM,0.7666666666666667
90,10,KNN,0.7444444444444444
90,10,RF,0.788888888888889
90,10,XGB,0.7333333333333333
90,11,LOGIS,0.788888888888889
90,11,SVM,0.8333333333333334
90,11,KNN,0.7666666666666667
90,11,RF,0.7555555555555554
90,11,XGB,0.7777777777777778
90,12,LOGIS,0.7666666666666667
90,12,SVM,0.8
90,12,KNN,0.7444444444444445
90,12,RF,0.788888888888889
90,12,XGB,0.7555555555555555
90,13,LOGIS,0.8
90,13,SVM,0.8111111111111111
90,13,KNN,0.7777777777777778
90,13,RF,0.7555555555555556
90,13,XGB,0.7888888888888888
90,14,LOGIS,0.7777777777777778
90,14,SVM,0.7777777777777778
90,14,KNN,0.7555555555555555
90,14,RF,0.7666666666666667
90,14,XGB,0.7777777777777778
90,15,LOGIS,0.7222222222222221
90,15,SVM,0.7666666666666666
90,15,KNN,0.7333333333333333
90,15,RF,0.7444444444444445
90,15,XGB,0.7111111111111111
90,16,LOGIS,0.7777777777777779
90,16,SVM,0.7555555555555555
90,16,KNN,0.7666666666666666
90,16,RF,0.7222222222222222
90,16,XGB,0.7222222222222221
90,17,LOGIS,0.711111111111111
90,17,SVM,0.788888888888889
90,17,KNN,0.7222222222222223
90,17,RF,0.7333333333333333
90,17,XGB,0.7444444444444445
90,18,LOGIS,0.7
90,18,SVM,0.7555555555555555
90,18,KNN,0.7777777777777778
90,18,RF,0.7666666666666666
90,18,XGB,0.6777777777777778
90,19,LOGIS,0.7666666666666667
90,19,SVM,0.788888888888889
90,19,KNN,0.7333333333333333
90,19,RF,0.7333333333333334
90,19,XGB,0.7444444444444445
90,20,LOGIS,0.8222222222222222
90,20,SVM,0.8666666666666666
90,20,KNN,0.8222222222222223
90,20,RF,0.8111111111111111
90,20,XGB,0.8
90,21,LOGIS,0.6777777777777778
90,21,SVM,0.7111111111111111
90,21,KNN,0.7555555555555555
90,21,RF,0.6555555555555556
90,21,XGB,0.6666666666666667
90,22,LOGIS,0.711111111111111
90,22,SVM,0.7666666666666666
90,22,KNN,0.788888888888889
90,22,RF,0.7555555555555555
90,22,XGB,0.7555555555555555
90,23,LOGIS,0.7111111111111111
90,23,SVM,0.711111111111111
90,23,KNN,0.7555555555555555
90,23,RF,0.7333333333333333
90,23,XGB,0.711111111111111
90,24,LOGIS,0.8
90,24,SVM,0.8111111111111111
90,24,KNN,0.7777777777777778
90,24,RF,0.7999999999999999
90,24,XGB,0.7555555555555555
90,25,LOGIS,0.8
90,25,SVM,0.8444444444444444
90,25,KNN,0.7777777777777779
90,25,RF,0.8111111111111111
90,25,XGB,0.7666666666666666
90,26,LOGIS,0.8444444444444444
90,26,SVM,0.8
90,26,KNN,0.7666666666666667
90,26,RF,0.8111111111111111
90,26,XGB,0.7555555555555555
90,27,LOGIS,0.8222222222222222
90,27,SVM,0.7666666666666667
90,27,KNN,0.7555555555555555
90,27,RF,0.7777777777777778
90,27,XGB,0.7444444444444445
90,28,LOGIS,0.7333333333333333
90,28,SVM,0.8111111111111111
90,28,KNN,0.8111111111111111
90,28,RF,0.7888888888888889
90,28,XGB,0.7000000000000001
90,29,LOGIS,0.7666666666666667
90,29,SVM,0.711111111111111
90,29,KNN,0.7444444444444444
90,29,RF,0.6888888888888889
90,29,XGB,0.7222222222222221
100,0,LOGIS,0.75
100,0,SVM,0.76
100,0,KNN,0.78
100,0,RF,0.7299999999999999
100,0,XGB,0.7200000000000001
100,1,LOGIS,0.71
100,1,SVM,0.74
100,1,KNN,0.74
100,1,RF,0.79
100,1,XGB,0.72
100,2,LOGIS,0.75
100,2,SVM,0.77
100,2,KNN,0.72
100,2,RF,0.78
100,2,XGB,0.7
100,3,LOGIS,0.7300000000000001
100,3,SVM,0.76
100,3,KNN,0.7200000000000001
100,3,RF,0.74
100,3,XGB,0.74
100,4,LOGIS,0.8
100,4,SVM,0.8
100,4,KNN,0.71
100,4,RF,0.73
100,4,XGB,0.7
100,5,LOGIS,0.72
100,5,SVM,0.8
100,5,KNN,0.77
100,5,RF,0.75
100,5,XGB,0.7100000000000001
100,6,LOGIS,0.7899999999999999
100,6,SVM,0.8099999999999999
100,6,KNN,0.7899999999999999
100,6,RF,0.79
100,6,XGB,0.6900000000000001
100,7,LOGIS,0.8699999999999999
100,7,SVM,0.8600000000000001
100,7,KNN,0.8099999999999999
100,7,RF,0.82
100,7,XGB,0.8300000000000001
100,8,LOGIS,0.8400000000000001
100,8,SVM,0.82
100,8,KNN,0.85
100,8,RF,0.8
100,8,XGB,0.76
100,9,LOGIS,0.74
100,9,SVM,0.72
100,9,KNN,0.74
100,9,RF,0.7300000000000001
100,9,XGB,0.6599999999999999
100,10,LOGIS,0.73
100,10,SVM,0.73
100,10,KNN,0.74
100,10,RF,0.75
100,10,XGB,0.7500000000000001
100,11,LOGIS,0.72
100,11,SVM,0.7300000000000001
100,11,KNN,0.7300000000000001
100,11,RF,0.7100000000000002
100,11,XGB,0.65
100,12,LOGIS,0.7900000000000001
100,12,SVM,0.8099999999999999
100,12,KNN,0.8100000000000002
100,12,RF,0.7799999999999999
100,12,XGB,0.74
100,13,LOGIS,0.7399999999999999
100,13,SVM,0.79
100,13,KNN,0.8
100,13,RF,0.7700000000000001
100,13,XGB,0.78
100,14,LOGIS,0.8
100,14,SVM,0.7899999999999999
100,14,KNN,0.7699999999999999
100,14,RF,0.78
100,14,XGB,0.77
100,15,LOGIS,0.8
100,15,SVM,0.8099999999999999
100,15,KNN,0.76
100,15,RF,0.79
100,15,XGB,0.7699999999999999
100,16,LOGIS,0.7699999999999999
100,16,SVM,0.8100000000000002
100,16,KNN,0.7700000000000001
100,16,RF,0.8299999999999998
100,16,XGB,0.8
100,17,LOGIS,0.6900000000000001
100,17,SVM,0.74
100,17,KNN,0.75
100,17,RF,0.75
100,17,XGB,0.74
100,18,LOGIS,0.8099999999999999
100,18,SVM,0.8300000000000001
100,18,KNN,0.8200000000000001
100,18,RF,0.7699999999999999
100,18,XGB,0.8099999999999999
100,19,LOGIS,0.71
100,19,SVM,0.76
100,19,KNN,0.78
100,19,RF,0.75
100,19,XGB,0.64
100,20,LOGIS,0.72
100,20,SVM,0.74
100,20,KNN,0.7100000000000001
100,20,RF,0.7300000000000001
100,20,XGB,0.6599999999999999
100,21,LOGIS,0.79
100,21,SVM,0.8
100,21,KNN,0.7899999999999999
100,21,RF,0.8099999999999999
100,21,XGB,0.76
100,22,LOGIS,0.8
100,22,SVM,0.8300000000000001
100,22,KNN,0.8099999999999999
100,22,RF,0.8
100,22,XGB,0.79
100,23,LOGIS,0.69
100,23,SVM,0.75
100,23,KNN,0.72
100,23,RF,0.72
100,23,XGB,0.72
100,24,LOGIS,0.78
100,24,SVM,0.78
100,24,KNN,0.72
100,24,RF,0.75
100,24,XGB,0.76
100,25,LOGIS,0.8099999999999999
100,25,SVM,0.8300000000000001
100,25,KNN,0.8300000000000001
100,25,RF,0.8399999999999999
100,25,XGB,0.74
100,26,LOGIS,0.6599999999999999
100,26,SVM,0.7299999999999999
100,26,KNN,0.74
100,26,RF,0.77
100,26,XGB,0.75
100,27,LOGIS,0.82
100,27,SVM,0.79
100,27,KNN,0.78
100,27,RF,0.77
100,27,XGB,0.73
100,28,LOGIS,0.7300000000000001
100,28,SVM,0.71
100,28,KNN,0.76
100,28,RF,0.73
100,28,XGB,0.6899999999999998
100,29,LOGIS,0.7500000000000001
100,29,SVM,0.79
100,29,KNN,0.78
100,29,RF,0.7500000000000001
100,29,XGB,0.67
110,0,LOGIS,0.6545454545454545
110,0,SVM,0.7454545454545455
110,0,KNN,0.7545454545454546
110,0,RF,0.7090909090909091
110,0,XGB,0.6909090909090909
110,1,LOGIS,0.7454545454545455
110,1,SVM,0.7454545454545455
110,1,KNN,0.7727272727272727
110,1,RF,0.7272727272727273
110,1,XGB,0.7272727272727272
110,2,LOGIS,0.8181818181818181
110,2,SVM,0.781818181818182
110,2,KNN,0.7818181818181819
110,2,RF,0.7545454545454546
110,2,XGB,0.790909090909091
110,3,LOGIS,0.7545454545454546
110,3,SVM,0.7727272727272727
110,3,KNN,0.7454545454545454
110,3,RF,0.7363636363636363
110,3,XGB,0.6909090909090908
110,4,LOGIS,0.7545454545454545
110,4,SVM,0.7818181818181819
110,4,KNN,0.7636363636363637
110,4,RF,0.7727272727272727
110,4,XGB,0.7727272727272727
110,5,LOGIS,0.7363636363636363
110,5,SVM,0.7818181818181819
110,5,KNN,0.7909090909090908
110,5,RF,0.7636363636363634
110,5,XGB,0.7818181818181819
110,6,LOGIS,0.7363636363636363
110,6,SVM,0.7454545454545455
110,6,KNN,0.8
110,6,RF,0.7818181818181819
110,6,XGB,0.7363636363636363
110,7,LOGIS,0.7454545454545455
110,7,SVM,0.7545454545454545
110,7,KNN,0.7727272727272728
110,7,RF,0.7545454545454546
110,7,XGB,0.7636363636363637
110,8,LOGIS,0.7636363636363637
110,8,SVM,0.8181818181818181
110,8,KNN,0.7636363636363637
110,8,RF,0.8
110,8,XGB,0.6909090909090908
110,9,LOGIS,0.7818181818181819
110,9,SVM,0.7727272727272727
110,9,KNN,0.8
110,9,RF,0.7636363636363637
110,9,XGB,0.6818181818181819
110,10,LOGIS,0.8
110,10,SVM,0.8181818181818181
110,10,KNN,0.790909090909091
110,10,RF,0.8090909090909092
110,10,XGB,0.7545454545454545
110,11,LOGIS,0.7636363636363637
110,11,SVM,0.8
110,11,KNN,0.7545454545454546
110,11,RF,0.781818181818182
110,11,XGB,0.7727272727272728
110,12,LOGIS,0.7454545454545455
110,12,SVM,0.7545454545454545
110,12,KNN,0.7545454545454545
110,12,RF,0.7272727272727272
110,12,XGB,0.7818181818181819
110,13,LOGIS,0.7727272727272728
110,13,SVM,0.7727272727272727
110,13,KNN,0.7636363636363637
110,13,RF,0.7727272727272728
110,13,XGB,0.7636363636363638
110,14,LOGIS,0.790909090909091
110,14,SVM,0.7727272727272728
110,14,KNN,0.7454545454545455
110,14,RF,0.7272727272727273
110,14,XGB,0.7272727272727273
110,15,LOGIS,0.790909090909091
110,15,SVM,0.7545454545454546
110,15,KNN,0.7636363636363637
110,15,RF,0.7181818181818181
110,15,XGB,0.7272727272727273
110,16,LOGIS,0.809090909090909
110,16,SVM,0.8
110,16,KNN,0.8
110,16,RF,0.8
110,16,XGB,0.7727272727272728
110,17,LOGIS,0.7818181818181819
110,17,SVM,0.790909090909091
110,17,KNN,0.7636363636363637
110,17,RF,0.790909090909091
110,17,XGB,0.6909090909090908
110,18,LOGIS,0.8181818181818181
110,18,SVM,0.8181818181818181
110,18,KNN,0.8181818181818181
110,18,RF,0.8272727272727272
110,18,XGB,0.7727272727272728
110,19,LOGIS,0.7181818181818181
110,19,SVM,0.7818181818181819
110,19,KNN,0.7909090909090908
110,19,RF,0.7272727272727273
110,19,XGB,0.6636363636363637
110,20,LOGIS,0.7818181818181819
110,20,SVM,0.7909090909090908
110,20,KNN,0.7727272727272727
110,20,RF,0.7727272727272728
110,20,XGB,0.7272727272727273
110,21,LOGIS,0.7818181818181819
110,21,SVM,0.7909090909090909
110,21,KNN,0.7909090909090909
110,21,RF,0.7545454545454545
110,21,XGB,0.7
110,22,LOGIS,0.7
110,22,SVM,0.7545454545454546
110,22,KNN,0.7545454545454545
110,22,RF,0.7454545454545455
110,22,XGB,0.6909090909090908
110,23,LOGIS,0.7909090909090908
110,23,SVM,0.790909090909091
110,23,KNN,0.7363636363636364
110,23,RF,0.7727272727272727
110,23,XGB,0.7727272727272727
110,24,LOGIS,0.7454545454545455
110,24,SVM,0.7909090909090909
110,24,KNN,0.7454545454545455
110,24,RF,0.7363636363636364
110,24,XGB,0.6727272727272727
110,25,LOGIS,0.6909090909090909
110,25,SVM,0.7272727272727273
110,25,KNN,0.7
110,25,RF,0.6818181818181819
110,25,XGB,0.6272727272727272
110,26,LOGIS,0.7727272727272727
110,26,SVM,0.790909090909091
110,26,KNN,0.7727272727272727
110,26,RF,0.7818181818181819
110,26,XGB,0.7818181818181819
110,27,LOGIS,0.809090909090909
110,27,SVM,0.790909090909091
110,27,KNN,0.7909090909090909
110,27,RF,0.8272727272727272
110,27,XGB,0.7545454545454545
110,28,LOGIS,0.7272727272727273
110,28,SVM,0.6909090909090908
110,28,KNN,0.7272727272727273
110,28,RF,0.6909090909090908
110,28,XGB,0.6636363636363637
110,29,LOGIS,0.7727272727272728
110,29,SVM,0.8
110,29,KNN,0.790909090909091
110,29,RF,0.8181818181818181
110,29,XGB,0.7272727272727273
120,0,LOGIS,0.7833333333333334
120,0,SVM,0.7833333333333334
120,0,KNN,0.8
120,0,RF,0.7916666666666667
120,0,XGB,0.7583333333333333
120,1,LOGIS,0.8
120,1,SVM,0.8
120,1,KNN,0.775
120,1,RF,0.8
120,1,XGB,0.7833333333333333
120,2,LOGIS,0.7833333333333333
120,2,SVM,0.75
120,2,KNN,0.7249999999999999
120,2,RF,0.75
120,2,XGB,0.7083333333333333
120,3,LOGIS,0.7416666666666667
120,3,SVM,0.7166666666666667
120,3,KNN,0.7166666666666667
120,3,RF,0.7166666666666666
120,3,XGB,0.7250000000000001
120,4,LOGIS,0.7583333333333334
120,4,SVM,0.7666666666666667
120,4,KNN,0.7500000000000001
120,4,RF,0.7750000000000001
120,4,XGB,0.7666666666666666
120,5,LOGIS,0.7916666666666666
120,5,SVM,0.7666666666666667
120,5,KNN,0.7583333333333333
120,5,RF,0.7333333333333334
120,5,XGB,0.7749999999999999
120,6,LOGIS,0.7833333333333334
120,6,SVM,0.8
120,6,KNN,0.7583333333333333
120,6,RF,0.775
120,6,XGB,0.7333333333333333
120,7,LOGIS,0.8
120,7,SVM,0.7499999999999999
120,7,KNN,0.7833333333333332
120,7,RF,0.7416666666666667
120,7,XGB,0.75
120,8,LOGIS,0.7416666666666667
120,8,SVM,0.7583333333333333
120,8,KNN,0.7
120,8,RF,0.725
120,8,XGB,0.7083333333333333
120,9,LOGIS,0.8083333333333332
120,9,SVM,0.775
120,9,KNN,0.7583333333333333
120,9,RF,0.7666666666666667
120,9,XGB,0.725
120,10,LOGIS,0.75
120,10,SVM,0.725
120,10,KNN,0.7416666666666666
120,10,RF,0.7416666666666668
120,10,XGB,0.6833333333333333
120,11,LOGIS,0.7416666666666666
120,11,SVM,0.8
120,11,KNN,0.8
120,11,RF,0.7166666666666667
120,11,XGB,0.7583333333333333
120,12,LOGIS,0.7749999999999999
120,12,SVM,0.825
120,12,KNN,0.8
120,12,RF,0.8166666666666668
120,12,XGB,0.8166666666666667
120,13,LOGIS,0.7250000000000001
120,13,SVM,0.775
120,13,KNN,0.75
120,13,RF,0.7833333333333333
120,13,XGB,0.7083333333333333
120,14,LOGIS,0.725
120,14,SVM,0.8166666666666667
120,14,KNN,0.775
120,14,RF,0.7916666666666666
120,14,XGB,0.7833333333333334
120,15,LOGIS,0.7583333333333333
120,15,SVM,0.7833333333333333
120,15,KNN,0.7916666666666666
120,15,RF,0.7583333333333333
120,15,XGB,0.7500000000000001
120,16,LOGIS,0.7916666666666667
120,16,SVM,0.8166666666666668
120,16,KNN,0.7833333333333333
120,16,RF,0.7833333333333334
120,16,XGB,0.7499999999999999
120,17,LOGIS,0.8
120,17,SVM,0.8583333333333334
120,17,KNN,0.8083333333333332
120,17,RF,0.85
120,17,XGB,0.7583333333333333
120,18,LOGIS,0.6583333333333333
120,18,SVM,0.7500000000000001
120,18,KNN,0.7583333333333333
120,18,RF,0.7416666666666666
120,18,XGB,0.7
120,19,LOGIS,0.775
120,19,SVM,0.8083333333333333
120,19,KNN,0.7666666666666667
120,19,RF,0.8083333333333333
120,19,XGB,0.7416666666666667
120,20,LOGIS,0.7916666666666667
120,20,SVM,0.8083333333333332
120,20,KNN,0.7666666666666666
120,20,RF,0.8166666666666668
120,20,XGB,0.7583333333333333
120,21,LOGIS,0.7999999999999999
120,21,SVM,0.7583333333333333
120,21,KNN,0.7416666666666667
120,21,RF,0.775
120,21,XGB,0.7749999999999999
120,22,LOGIS,0.7916666666666667
120,22,SVM,0.8
120,22,KNN,0.8
120,22,RF,0.8083333333333333
120,22,XGB,0.7666666666666667
120,23,LOGIS,0.8166666666666667
120,23,SVM,0.8416666666666666
120,23,KNN,0.7833333333333334
120,23,RF,0.8166666666666667
120,23,XGB,0.7583333333333334
120,24,LOGIS,0.7166666666666667
120,24,SVM,0.7083333333333334
120,24,KNN,0.7000000000000001
120,24,RF,0.7
120,24,XGB,0.7333333333333333
120,25,LOGIS,0.6833333333333333
120,25,SVM,0.7249999999999999
120,25,KNN,0.7083333333333333
120,25,RF,0.725
120,25,XGB,0.7
120,26,LOGIS,0.7416666666666667
120,26,SVM,0.7833333333333333
120,26,KNN,0.775
120,26,RF,0.7833333333333333
120,26,XGB,0.75
120,27,LOGIS,0.7416666666666667
120,27,SVM,0.7583333333333334
120,27,KNN,0.7249999999999999
120,27,RF,0.7666666666666666
120,27,XGB,0.8
120,28,LOGIS,0.7416666666666666
120,28,SVM,0.7416666666666667
120,28,KNN,0.7333333333333333
120,28,RF,0.7249999999999999
120,28,XGB,0.7249999999999999
120,29,LOGIS,0.75
120,29,SVM,0.7416666666666667
120,29,KNN,0.7666666666666667
120,29,RF,0.775
120,29,XGB,0.75
130,0,LOGIS,0.8230769230769232
130,0,SVM,0.7692307692307692
130,0,KNN,0.7461538461538462
130,0,RF,0.7769230769230769
130,0,XGB,0.7461538461538461
130,1,LOGIS,0.7076923076923076
130,1,SVM,0.7692307692307693
130,1,KNN,0.7692307692307693
130,1,RF,0.7769230769230769
130,1,XGB,0.7384615384615385
130,2,LOGIS,0.8307692307692307
130,2,SVM,0.8384615384615384
130,2,KNN,0.8461538461538461
130,2,RF,0.8461538461538461
130,2,XGB,0.823076923076923
130,3,LOGIS,0.7461538461538462
130,3,SVM,0.8
130,3,KNN,0.7923076923076923
130,3,RF,0.7846153846153846
130,3,XGB,0.7538461538461538
130,4,LOGIS,0.7153846153846154
130,4,SVM,0.7692307692307693
130,4,KNN,0.7076923076923076
130,4,RF,0.7384615384615385
130,4,XGB,0.7307692307692306
130,5,LOGIS,0.7538461538461538
130,5,SVM,0.8
130,5,KNN,0.7461538461538462
130,5,RF,0.8
130,5,XGB,0.7846153846153846
130,6,LOGIS,0.7692307692307693
130,6,SVM,0.7538461538461538
130,6,KNN,0.7384615384615384
130,6,RF,0.7692307692307692
130,6,XGB,0.7692307692307694
130,7,LOGIS,0.7307692307692306
130,7,SVM,0.8
130,7,KNN,0.7538461538461538
130,7,RF,0.7692307692307692
130,7,XGB,0.7
130,8,LOGIS,0.7923076923076924
130,8,SVM,0.8076923076923077
130,8,KNN,0.7692307692307692
130,8,RF,0.8230769230769232
130,8,XGB,0.7384615384615384
130,9,LOGIS,0.7923076923076923
130,9,SVM,0.7615384615384615
130,9,KNN,0.7923076923076924
130,9,RF,0.7846153846153846
130,9,XGB,0.8153846153846154
130,10,LOGIS,0.8076923076923077
130,10,SVM,0.8307692307692308
130,10,KNN,0.7923076923076924
130,10,RF,0.8000000000000002
130,10,XGB,0.7461538461538462
130,11,LOGIS,0.7230769230769231
130,11,SVM,0.7615384615384615
130,11,KNN,0.7
130,11,RF,0.7615384615384615
130,11,XGB,0.7461538461538462
130,12,LOGIS,0.7846153846153847
130,12,SVM,0.8076923076923077
130,12,KNN,0.7769230769230769
130,12,RF,0.7846153846153847
130,12,XGB,0.7461538461538462
130,13,LOGIS,0.7692307692307694
130,13,SVM,0.7923076923076924
130,13,KNN,0.7923076923076923
130,13,RF,0.7769230769230769
130,13,XGB,0.7769230769230768
130,14,LOGIS,0.7307692307692307
130,14,SVM,0.7923076923076923
130,14,KNN,0.7538461538461537
130,14,RF,0.7307692307692307
130,14,XGB,0.676923076923077
130,15,LOGIS,0.7461538461538462
130,15,SVM,0.7692307692307693
130,15,KNN,0.723076923076923
130,15,RF,0.7307692307692307
130,15,XGB,0.7076923076923076
130,16,LOGIS,0.7615384615384616
130,16,SVM,0.7615384615384615
130,16,KNN,0.7461538461538462
130,16,RF,0.7692307692307692
130,16,XGB,0.7538461538461538
130,17,LOGIS,0.7923076923076924
130,17,SVM,0.7538461538461538
130,17,KNN,0.7076923076923076
130,17,RF,0.7692307692307693
130,17,XGB,0.6923076923076923
130,18,LOGIS,0.7769230769230768
130,18,SVM,0.7923076923076924
130,18,KNN,0.7692307692307692
130,18,RF,0.7923076923076924
130,18,XGB,0.7923076923076924
130,19,LOGIS,0.7769230769230768
130,19,SVM,0.7846153846153846
130,19,KNN,0.7538461538461538
130,19,RF,0.776923076923077
130,19,XGB,0.7307692307692308
130,20,LOGIS,0.7615384615384616
130,20,SVM,0.7615384615384615
130,20,KNN,0.7230769230769231
130,20,RF,0.7461538461538462
130,20,XGB,0.6846153846153846
130,21,LOGIS,0.7461538461538462
130,21,SVM,0.7615384615384615
130,21,KNN,0.7384615384615385
130,21,RF,0.7538461538461538
130,21,XGB,0.7461538461538462
130,22,LOGIS,0.8307692307692307
130,22,SVM,0.8538461538461538
130,22,KNN,0.8076923076923077
130,22,RF,0.8076923076923077
130,22,XGB,0.7769230769230769
130,23,LOGIS,0.7846153846153847
130,23,SVM,0.776923076923077
130,23,KNN,0.7692307692307694
130,23,RF,0.823076923076923
130,23,XGB,0.7461538461538462
130,24,LOGIS,0.7846153846153846
130,24,SVM,0.7384615384615385
130,24,KNN,0.7307692307692308
130,24,RF,0.7307692307692308
130,24,XGB,0.7307692307692306
130,25,LOGIS,0.7153846153846154
130,25,SVM,0.7846153846153847
130,25,KNN,0.7615384615384615
130,25,RF,0.7461538461538462
130,25,XGB,0.7
130,26,LOGIS,0.7307692307692307
130,26,SVM,0.7461538461538462
130,26,KNN,0.7461538461538462
130,26,RF,0.7769230769230768
130,26,XGB,0.7615384615384615
130,27,LOGIS,0.7923076923076924
130,27,SVM,0.7923076923076924
130,27,KNN,0.7769230769230769
130,27,RF,0.7538461538461538
130,27,XGB,0.7461538461538463
130,28,LOGIS,0.7692307692307692
130,28,SVM,0.7846153846153846
130,28,KNN,0.7769230769230768
130,28,RF,0.7538461538461538
130,28,XGB,0.7615384615384615
130,29,LOGIS,0.823076923076923
130,29,SVM,0.8307692307692308
130,29,KNN,0.7846153846153846
130,29,RF,0.8461538461538461
130,29,XGB,0.8
140,0,LOGIS,0.6142857142857142
140,0,SVM,0.75
140,0,KNN,0.7285714285714285
140,0,RF,0.7142857142857142
140,0,XGB,0.7142857142857143
140,1,LOGIS,0.7857142857142857
140,1,SVM,0.7857142857142858
140,1,KNN,0.75
140,1,RF,0.7857142857142858
140,1,XGB,0.7857142857142857
140,2,LOGIS,0.7142857142857143
140,2,SVM,0.7642857142857142
140,2,KNN,0.7642857142857142
140,2,RF,0.7714285714285715
140,2,XGB,0.7214285714285714
140,3,LOGIS,0.7571428571428571
140,3,SVM,0.75
140,3,KNN,0.7285714285714286
140,3,RF,0.7285714285714286
140,3,XGB,0.7642857142857142
140,4,LOGIS,0.85
140,4,SVM,0.8142857142857143
140,4,KNN,0.8214285714285714
140,4,RF,0.8214285714285714
140,4,XGB,0.7571428571428571
140,5,LOGIS,0.7571428571428571
140,5,SVM,0.7857142857142856
140,5,KNN,0.7785714285714287
140,5,RF,0.7428571428571429
140,5,XGB,0.7285714285714284
140,6,LOGIS,0.8142857142857143
140,6,SVM,0.8428571428571427
140,6,KNN,0.8
140,6,RF,0.7642857142857143
140,6,XGB,0.7928571428571429
140,7,LOGIS,0.75
140,7,SVM,0.7857142857142858
140,7,KNN,0.7785714285714286
140,7,RF,0.7857142857142857
140,7,XGB,0.7142857142857142
140,8,LOGIS,0.7571428571428571
140,8,SVM,0.8
140,8,KNN,0.7857142857142857
140,8,RF,0.7571428571428571
140,8,XGB,0.7142857142857142
140,9,LOGIS,0.7714285714285714
140,9,SVM,0.7571428571428571
140,9,KNN,0.75
140,9,RF,0.7642857142857142
140,9,XGB,0.7571428571428571
140,10,LOGIS,0.8214285714285714
140,10,SVM,0.8
140,10,KNN,0.7785714285714286
140,10,RF,0.7928571428571429
140,10,XGB,0.7571428571428571
140,11,LOGIS,0.8142857142857144
140,11,SVM,0.8071428571428572
140,11,KNN,0.8214285714285715
140,11,RF,0.7857142857142857
140,11,XGB,0.6857142857142857
140,12,LOGIS,0.8214285714285714
